AUN,LEA Name,LEA Type,County,Race,Year,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
192518422,Tacony Academy Charter School,CS,Philadelphia,Hispanic,,*,0,0,0,0,0,0,0,13,10,*,14,14,29,14,23,18,31,33,25,17,249
192518422,Tacony Academy Charter School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,13,*,*,*,*,0,*,*,*,*,*,*,64
192518422,Tacony Academy Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,23,34,36,33,35,19,29,20,25,27,24,33,36,374
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,76,86,71,64,79,73,75,66,71,0,0,0,0,661
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,24,22,36,33,35,33,33,21,18,0,0,0,0,255
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,0,0,0,0,17
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
126515691,The Philadelphia CS for Arts and Science,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,10,14,*,*,*,*,*,*,0,0,0,0,51
171510293,Truebright Science Academy CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,52,33,29,39,198
171510293,Truebright Science Academy CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,25
171510293,Truebright Science Academy CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*
171510293,Truebright Science Academy CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,14
126512674,Universal Alcorn CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*
126512674,Universal Alcorn CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,0,0,0,*
126512674,Universal Alcorn CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,52,68,72,62,59,51,43,50,43,0,0,0,0,500
126512674,Universal Alcorn CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,*
126512674,Universal Alcorn CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*
126519434,Universal Audenried Charter School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*
126519434,Universal Audenried Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,181,175,94,633
126519434,Universal Audenried Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*
126519434,Universal Audenried Charter School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*
126519434,Universal Audenried Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*
168513758,Universal Bluford Charter School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,0,0,*
168513758,Universal Bluford Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,63,73,65,71,73,72,67,0,0,0,0,0,0,484
168513758,Universal Bluford Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126517442,Universal Creighton Charter School,CS,Philadelphia,Asian,,*,0,0,0,0,0,0,0,*,17,11,14,11,15,15,15,12,0,0,0,0,119
126517442,Universal Creighton Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,56,61,37,45,45,51,31,33,42,0,0,0,0,401
126517442,Universal Creighton Charter School,CS,Philadelphia,Hispanic,,*,0,0,0,0,0,0,0,*,15,24,24,19,20,27,19,20,0,0,0,0,170
126517442,Universal Creighton Charter School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,0,0,*
126517442,Universal Creighton Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,*,*,0,*,0,*,0,0,0,0,0,*
103519376,Universal Daroff Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,88,91,79,72,82,66,63,61,56,0,0,0,0,658
103519376,Universal Daroff Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,0,0,0,0,*
126513210,Universal Institute CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,*,*,*,0,*,0,0,0,0,0,0,0,0,10
126513210,Universal Institute CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,73,134,64,66,63,59,64,50,57,0,0,0,0,630
126513210,Universal Institute CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0,0,*
126513210,Universal Institute CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126513415,Universal Vare Charter School,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,13,11,0,0,0,0,57
126513415,Universal Vare Charter School,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,51,79,68,75,0,0,0,0,273
126513415,Universal Vare Charter School,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,0,0,0,0,18
126513415,Universal Vare Charter School,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,0,0,*
126513415,Universal Vare Charter School,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*
126513415,Universal Vare Charter School,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,11,*,*,0,0,0,0,19
126513220,Wakisha CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,113,134,0,0,0,0,318
126513220,Wakisha CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,*
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,134,111,109,119,109,80,67,65,67,85,57,58,50,1111
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,10,14,*,*,*,13,11,11,11,18,*,*,*,127
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126513490,Walter D Palmer Leadership Learning Part,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,*,*,0,*,0,0,11
126513020,West Oak Lane CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126513020,West Oak Lane CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,132,131,130,132,131,106,82,59,54,0,0,0,0,957
126513020,West Oak Lane CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,*
126510006,West Phila. Achievement CES,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,0,0,*
126510006,West Phila. Achievement CES,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,138,129,113,107,100,70,0,0,0,0,0,0,0,657
126510006,West Phila. Achievement CES,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,0,*
126510006,West Phila. Achievement CES,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126510006,West Phila. Achievement CES,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126510007,Wissahickon CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,42,39,41,45,48,47,48,51,49,0,0,0,0,410
126510007,Wissahickon CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,0,0,0,0,0,*
126510007,Wissahickon CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,0,0,0,0,14
126510007,Wissahickon CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126510007,Wissahickon CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,0,0,0,0,0,26
126512860,World Communications CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*
126512860,World Communications CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,*,*
126512860,World Communications CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,78,142,102,98,75,591
126512860,World Communications CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0,17
126512860,World Communications CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*
126512860,World Communications CS,CS,Philadelphia,Native Hawaiian or other Pacific Islander(not hispanic),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*
126512860,World Communications CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
126513250,Young Scholars CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126513250,Young Scholars CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,78,0,0,0,0,237
126513250,Young Scholars CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*
126513250,Young Scholars CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*
126513250,Young Scholars CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,74,94,96,93,80,85,86,68,74,0,0,0,0,750
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,*
126518547,Young Scholars Frederick Douglas Charter,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*
126514720,Young Scholars Kenderton CS,CS,Philadelphia,American Indian / Alaskan Native,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*
126514720,Young Scholars Kenderton CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*
126514720,Young Scholars Kenderton CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,58,61,59,55,48,48,51,29,27,0,0,0,0,436
126514720,Young Scholars Kenderton CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,0,*
126514720,Young Scholars Kenderton CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,*,0,*,0,*,0,*,0,0,0,0,0,0,*
126514720,Young Scholars Kenderton CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*
126512870,Youth Build Phila CS,CS,Philadelphia,Asian,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
126512870,Youth Build Phila CS,CS,Philadelphia,Black or African American,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,227
126512870,Youth Build Phila CS,CS,Philadelphia,Hispanic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
126512870,Youth Build Phila CS,CS,Philadelphia,Multi-Racial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
126512870,Youth Build Phila CS,CS,Philadelphia,White,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*
