AUN,LEA Name,LEA Type,County,School Number,School Name,Student Gender Code,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
126514368,ACT Academy Cyber CS,CS,Philadelphia,8217,ACT Academy Cyber CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,18,21,83
126514368,ACT Academy Cyber CS,CS,Philadelphia,8217,ACT Academy Cyber CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,13,74
168518013,ARISE Academy Charter High School,CS,Philadelphia,8122,ARISE Academy Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,10,18,53
168518013,ARISE Academy Charter High School,CS,Philadelphia,8122,ARISE Academy Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,9,14,47
181519176,ASPIRA Bilingual Cyber Charter School,CS,Philadelphia,8148,ASPIRA Bilingual Cyber Charter School,F,0,0,0,0,0,0,0,0,1,0,0,1,2,1,11,5,11,15,12,11,11,81
181519176,ASPIRA Bilingual Cyber Charter School,CS,Philadelphia,8148,ASPIRA Bilingual Cyber Charter School,M,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,6,3,14,13,15,11,69
126510015,Ad Prima CS,CS,Philadelphia,7825,Ad Prima CS,F,0,0,0,0,0,0,0,0,46,51,36,53,39,33,21,17,16,0,0,0,0,312
126510015,Ad Prima CS,CS,Philadelphia,7825,Ad Prima CS,M,0,0,0,0,0,0,0,0,34,44,34,35,28,11,13,20,8,0,0,0,0,227
126512990,Alliance for Progress CS,CS,Philadelphia,7543,Alliance for Progress CS,F,0,0,0,0,0,0,0,0,22,32,26,28,28,25,21,26,15,0,0,0,0,223
126512990,Alliance for Progress CS,CS,Philadelphia,9999,Alliance for Progress CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
126512990,Alliance for Progress CS,CS,Philadelphia,7543,Alliance for Progress CS,M,0,0,0,0,0,0,0,0,33,20,26,24,23,27,30,17,9,0,0,0,0,209
104510394,Antonia Pantoja Community Charter School,CS,Philadelphia,8031,Antonia Pantoja Community Charter School,F,0,0,0,0,0,0,0,0,36,34,41,42,34,76,33,38,24,0,0,0,0,358
104510394,Antonia Pantoja Community Charter School,CS,Philadelphia,8031,Antonia Pantoja Community Charter School,M,0,0,0,0,0,0,0,0,31,31,44,45,51,52,31,48,30,0,0,0,0,363
126513070,Belmont Academy Charter School,CS,Philadelphia,7557,Belmont Academy Charter School,F,0,0,8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,56
126513070,Belmont Academy Charter School,CS,Philadelphia,7557,Belmont Academy Charter School,M,0,0,8,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,61
126510010,Belmont Charter School,CS,Philadelphia,7750,Belmont Charter School,F,0,0,0,0,0,0,0,0,0,46,38,27,44,26,33,24,17,0,0,0,0,255
126510010,Belmont Charter School,CS,Philadelphia,7750,Belmont Charter School,M,0,0,0,0,0,0,0,0,0,34,47,44,34,37,32,36,14,0,0,0,0,278
126519476,Birney Preparatory Academy,CS,Philadelphia,8206,Birney Preparatory Academy,F,0,0,0,0,0,0,0,0,46,46,38,39,34,37,35,42,38,0,0,0,0,355
126519476,Birney Preparatory Academy,CS,Philadelphia,8206,Birney Preparatory Academy,M,0,0,0,0,0,0,0,0,52,50,51,48,39,32,39,32,30,0,0,0,0,373
185515523,Boys Latin of Philadelphia CS,CS,Philadelphia,7981,Boys Latin of Philadelphia CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,151,134,117,109,664
126513190,Charter High School for Architecture and,CS,Philadelphia,7578,Charter High School for Architecture and,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,73,89,62,302
126513190,Charter High School for Architecture and,CS,Philadelphia,7578,Charter High School for Architecture and,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,85,64,66,294
126513160,Christopher Columbus CS,CS,Philadelphia,7575,Christopher Columbus CS,F,0,0,0,0,0,0,0,0,46,58,41,46,42,43,45,45,47,0,0,0,0,413
126513160,Christopher Columbus CS,CS,Philadelphia,7575,Christopher Columbus CS,M,0,0,0,0,0,0,0,0,48,32,47,45,45,48,37,43,36,0,0,0,0,381
126512840,Community Academy of Philadelphia CS,CS,Philadelphia,7510,Community Academy of Philadelphia CS,F,0,0,0,0,0,0,0,0,28,35,24,34,32,28,34,50,46,73,84,84,90,642
126512840,Community Academy of Philadelphia CS,CS,Philadelphia,7510,Community Academy of Philadelphia CS,M,0,0,0,0,0,0,0,0,32,27,39,30,33,36,29,45,53,77,63,60,53,577
126513470,Delaware Valley CHS,CS,Philadelphia,7671,Delaware Valley CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,87,97,74,339
126513470,Delaware Valley CHS,CS,Philadelphia,7671,Delaware Valley CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98,78,80,341
126510011,Discovery Charter School,CS,Philadelphia,7775,Discovery Charter School,F,0,0,0,0,0,0,0,0,56,39,43,41,44,43,42,41,45,0,0,0,0,394
126510011,Discovery Charter School,CS,Philadelphia,7775,Discovery Charter School,M,0,0,0,0,0,0,0,0,56,42,38,41,42,35,36,42,34,0,0,0,0,366
177518712,Eastern University Academy Charter Schoo,CS,Philadelphia,8127,Eastern University Academy Charter Schoo,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,42,48,33,30,216
177518712,Eastern University Academy Charter Schoo,CS,Philadelphia,8127,Eastern University Academy Charter Schoo,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,23,30,21,20,147
126519119,Education Plus Academy Cyber CS,CS,Philadelphia,8223,Education Plus Academy Cyber CS,F,0,0,0,0,0,0,0,0,26,29,31,18,28,24,17,21,10,0,0,0,0,204
126519119,Education Plus Academy Cyber CS,CS,Philadelphia,8223,Education Plus Academy Cyber CS,M,0,0,0,0,0,0,0,0,28,32,33,35,30,41,36,30,18,0,0,0,0,283
126513440,Esperanza Academy Charter High School,CS,Philadelphia,7665,Esperanza Academy Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,39,113,92,90,107,494
126513440,Esperanza Academy Charter High School,CS,Philadelphia,7665,Esperanza Academy Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,34,101,84,85,85,434
126511563,Esperanza Cyber CS,CS,Philadelphia,8216,Esperanza Cyber CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,26,15,9,1,76
126511563,Esperanza Cyber CS,CS,Philadelphia,8216,Esperanza Cyber CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,29,22,10,3,76
126513100,Eugenio Maria De Hostos CS,CS,Philadelphia,7564,Eugenio Maria DE Hostos CS,F,0,0,0,0,0,0,0,0,26,21,49,41,23,24,17,22,22,0,0,0,0,245
126513100,Eugenio Maria De Hostos CS,CS,Philadelphia,7564,Eugenio Maria DE Hostos CS,M,0,0,0,0,0,0,0,0,24,23,52,36,20,16,22,13,20,0,0,0,0,226
100510000,First Philadelphia Preparatory Charter S,CS,Philadelphia,7744,First Phila CS For Literacy,F,0,0,0,0,0,0,0,0,96,89,80,91,76,46,44,55,53,62,0,0,0,692
100510000,First Philadelphia Preparatory Charter S,CS,Philadelphia,7744,First Phila CS For Literacy,M,0,0,0,0,0,0,0,0,71,74,82,71,82,57,39,24,46,52,0,0,0,598
126510021,Folk Arts-Cultural Treasures CS,CS,Philadelphia,7857,Folk Arts-Cultural Treasures CS,F,0,0,0,0,0,0,0,0,16,26,30,31,26,25,30,34,23,0,0,0,0,241
126510021,Folk Arts-Cultural Treasures CS,CS,Philadelphia,7857,Folk Arts-Cultural Treasures CS,M,0,0,0,0,0,0,0,0,31,28,24,23,29,29,24,21,31,0,0,0,0,240
126513450,Franklin Towne CHS,CS,Philadelphia,7666,Franklin Towne CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,178,166,125,676
126513450,Franklin Towne CHS,CS,Philadelphia,7666,Franklin Towne CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,127,104,111,514
147513703,Franklin Towne Charter Elementary School,CS,Philadelphia,8123,Franklin Towne Charter Elementary School,F,0,0,0,0,0,0,0,0,50,55,44,45,57,54,50,54,42,0,0,0,0,451
147513703,Franklin Towne Charter Elementary School,CS,Philadelphia,8123,Franklin Towne Charter Elementary School,M,0,0,0,0,0,0,0,0,49,47,56,58,46,50,54,53,53,0,0,0,0,466
126513270,Freire CS,CS,Philadelphia,7586,Freire CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,64,88,77,49,83,73,65,60,559
126513270,Freire CS,CS,Philadelphia,7586,Freire CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,46,62,55,27,82,37,45,34,388
126513380,Global Leadership Academy CS,CS,Philadelphia,7639,Global Leadership Academy CS,F,0,0,0,0,0,0,0,0,46,47,48,41,53,37,51,42,39,0,0,0,0,404
126513380,Global Leadership Academy CS,CS,Philadelphia,7639,Global Leadership Academy CS,M,0,0,0,0,0,0,0,0,39,39,37,35,31,37,35,36,29,0,0,0,0,318
126510005,Green Woods CS,CS,Philadelphia,7748,Green Woods CS,F,0,0,0,0,0,0,0,0,39,40,33,37,25,12,9,15,8,0,0,0,0,218
126510005,Green Woods CS,CS,Philadelphia,7748,Green Woods CS,M,0,0,0,0,0,0,0,0,39,38,46,42,27,14,17,11,14,0,0,0,0,248
126513290,Hardy Williams Academy CS,CS,Philadelphia,7588,Hardy Williams Academy CS,F,0,0,0,0,0,0,0,0,31,38,38,43,51,70,46,62,52,60,58,0,0,549
126513290,Hardy Williams Academy CS,CS,Philadelphia,7588,Hardy Williams Academy CS,M,0,0,0,0,0,0,0,0,34,39,41,57,44,63,33,52,35,45,53,0,0,496
126513200,Imani Education Circle CS,CS,Philadelphia,7579,Imani Educationl Circle CS,F,0,0,0,0,0,0,0,0,23,25,25,28,27,31,23,28,24,0,0,0,0,234
126513200,Imani Education Circle CS,CS,Philadelphia,7579,Imani Educationl Circle CS,M,0,0,0,0,0,0,0,0,27,25,24,31,22,19,21,28,23,0,0,0,0,220
126512980,Imhotep Institute CHS,CS,Philadelphia,7542,Imhotep Institute CHS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,85,63,76,269
126512980,Imhotep Institute CHS,CS,Philadelphia,7542,Imhotep Institute CHS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,118,77,86,355
126513510,Independence CS,CS,Philadelphia,7683,Independence CS,F,0,0,0,0,0,0,0,0,48,55,43,49,51,43,46,40,39,0,0,0,0,414
126513510,Independence CS,CS,Philadelphia,7683,Independence CS,M,0,0,0,0,0,0,0,0,42,41,51,47,47,50,40,42,42,0,0,0,0,402
133513315,John B Stetson Charter School,CS,Philadelphia,8149,John B. Stetson Charter School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,56,106,101,108,0,0,0,0,371
133513315,John B Stetson Charter School,CS,Philadelphia,8149,John B. Stetson Charter School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,57,97,123,122,0,0,0,0,399
126510013,KIPP Philadelphia Charter School,CS,Philadelphia,7776,KIPP Philadelphia Charter School,F,0,0,0,0,0,0,0,0,40,40,32,40,0,49,51,49,50,73,67,58,43,592
126510013,KIPP Philadelphia Charter School,CS,Philadelphia,7776,KIPP Philadelphia Charter School,M,0,0,0,0,0,0,0,0,39,41,42,34,0,47,50,41,40,78,67,47,31,557
126510013,KIPP Philadelphia Charter School,CS,Philadelphia,9999,KIPP Philadelphia Charter School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
172510793,KIPP West Philadelphia Preparatory Chart,CS,Philadelphia,8124,KIPP West Philadelphia Preparatory Chart,F,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,48,37,0,0,0,0,172
172510793,KIPP West Philadelphia Preparatory Chart,CS,Philadelphia,9999,KIPP West Philadelphia Preparatory Chart,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
172510793,KIPP West Philadelphia Preparatory Chart,CS,Philadelphia,8124,KIPP West Philadelphia Preparatory Chart,M,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,40,37,0,0,0,0,177
126510017,Khepera CS,CS,Philadelphia,7826,Khepera CS,F,0,0,0,0,0,0,0,0,20,25,26,24,31,29,22,25,36,0,0,0,0,238
126510017,Khepera CS,CS,Philadelphia,7826,Khepera CS,M,0,0,0,0,0,0,0,0,25,25,27,29,21,22,32,20,14,0,0,0,0,215
126513110,Laboratory CS,CS,Philadelphia,7565,Laboratory CS,F,0,0,0,0,0,0,0,0,31,37,37,34,26,28,29,27,18,0,0,0,0,267
126513110,Laboratory CS,CS,Philadelphia,7565,Laboratory CS,M,0,0,0,0,0,0,0,0,31,33,34,28,34,18,20,17,15,0,0,0,0,230
126513150,MAST Community Charter School,CS,Philadelphia,7574,MAST Community Charter School,F,0,0,0,0,0,0,0,0,55,59,44,43,42,52,61,49,58,56,48,58,48,673
126513150,MAST Community Charter School,CS,Philadelphia,7574,MAST Community Charter School,M,0,0,0,0,0,0,0,0,49,48,40,41,42,46,51,59,50,52,60,58,53,649
126513480,Mariana Bracetti Academy CS,CS,Philadelphia,7672,Mariana Bracetti Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,98,98,94,84,81,636
126513480,Mariana Bracetti Academy CS,CS,Philadelphia,7672,Mariana Bracetti Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,100,85,79,75,64,66,564
126510014,Maritime Academy Charter School,CS,Philadelphia,7777,Maritime Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,28,34,52,63,81,34,44,28,25,389
126510014,Maritime Academy Charter School,CS,Philadelphia,7777,Maritime Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,29,32,56,80,55,32,35,33,39,391
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,8259,Mastery CS - Cleveland Elementary,F,0,0,0,0,0,0,0,0,44,54,57,49,52,28,44,25,35,0,0,0,0,388
126519644,Mastery CS - Cleveland Elementary,CS,Philadelphia,8259,Mastery CS - Cleveland Elementary,M,0,0,0,0,0,0,0,0,60,45,35,45,44,40,31,40,42,0,0,0,0,382
126518795,Mastery CS - Francis D. Pastorius Elemen,CS,Philadelphia,8288,Mastery CS - Francis D. Pastorius Elemen,F,0,0,0,0,0,0,0,0,37,30,18,24,40,27,26,22,24,0,0,0,0,248
126518795,Mastery CS - Francis D. Pastorius Elemen,CS,Philadelphia,8288,Mastery CS - Francis D. Pastorius Elemen,M,0,0,0,0,0,0,0,0,36,40,31,28,36,27,25,31,32,0,0,0,0,286
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,8208,Mastery CS-Clymer Elementary,F,0,0,0,0,0,0,0,0,28,40,25,30,32,27,19,28,29,0,0,0,0,258
126511748,Mastery CS-Clymer Elementary,CS,Philadelphia,8208,Mastery CS-Clymer Elementary,M,0,0,0,0,0,0,0,0,43,47,34,27,30,30,37,23,31,0,0,0,0,302
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,8207,Mastery CS-Gratz Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,159,140,151,108,608
126513734,Mastery CS-Gratz Campus,CS,Philadelphia,8207,Mastery CS-Gratz Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,187,232,158,92,727
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,8153,Mastery CS-Harrity Campus,F,0,0,0,0,0,0,0,0,53,52,45,55,38,51,35,41,30,0,0,0,0,400
126516457,Mastery CS-Harrity Campus,CS,Philadelphia,8153,Mastery CS-Harrity Campus,M,0,0,0,0,0,0,0,0,46,47,52,49,63,52,42,58,46,0,0,0,0,455
126519433,Mastery CS-Mann Campus,CS,Philadelphia,8152,Mastery Charter School Mann Campus,F,0,0,0,0,0,0,0,0,37,35,39,47,38,34,32,0,0,0,0,0,0,262
126519433,Mastery CS-Mann Campus,CS,Philadelphia,8152,Mastery Charter School Mann Campus,M,0,0,0,0,0,0,0,0,46,45,43,37,39,38,42,0,0,0,0,0,0,290
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,7961,Mastery CS-Pickett Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,54,54,72,43,67,49,397
151514721,Mastery CS-Pickett Campus,CS,Philadelphia,7961,Mastery CS-Pickett Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,58,80,68,77,48,47,433
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,7909,Mastery CS -Shoemaker Campus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,64,63,64,57,58,395
126510022,Mastery CS-Shoemaker Campus,CS,Philadelphia,7909,Mastery CS -Shoemaker Campus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,67,66,70,40,50,340
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,8151,Mastery CS-Smedley Campus,F,0,0,0,0,0,0,0,0,53,58,47,59,44,51,42,0,0,0,0,0,0,354
126517286,Mastery CS-Smedley Campus,CS,Philadelphia,8151,Mastery CS-Smedley Campus,M,0,0,0,0,0,0,0,0,59,54,67,55,53,55,54,0,0,0,0,0,0,397
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,7910,Mastery CS - Thomas Campus,F,0,0,0,0,0,0,0,0,60,43,21,26,25,29,25,59,54,53,68,62,37,562
126510023,Mastery CS-Thomas Campus,CS,Philadelphia,7910,Mastery CS - Thomas Campus,M,0,0,0,0,0,0,0,0,62,37,33,29,29,27,29,58,56,55,57,40,49,561
126510002,Mastery Charter High School,CS,Philadelphia,7678,Mastery Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,49,54,42,44,290
126510002,Mastery Charter High School,CS,Philadelphia,7678,Mastery Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,60,40,29,40,36,271
126513230,Math Civics and Sciences CS,CS,Philadelphia,7582,Math Civics and Sciences CS,F,0,0,0,0,0,0,0,0,0,40,36,46,46,52,51,45,40,35,34,52,42,519
126513230,Math Civics and Sciences CS,CS,Philadelphia,7582,Math Civics and Sciences CS,M,0,0,0,0,0,0,0,0,0,44,48,38,39,32,34,39,40,29,41,34,31,449
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,8257,Memphis Street Academy CS @ JP Jones,F,0,0,0,0,0,0,0,0,0,0,0,0,0,95,109,89,88,0,0,0,0,381
126519392,Memphis Street Academy CS @ JP Jones,CS,Philadelphia,8257,Memphis Street Academy CS @ JP Jones,M,0,0,0,0,0,0,0,0,0,0,0,0,0,93,138,127,126,0,0,0,0,484
126513000,Multi-Cultural Academy CS,CS,Philadelphia,7546,Multi-Cultural Academy CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,33,36,31,157
126513000,Multi-Cultural Academy CS,CS,Philadelphia,7546,Multi-Cultural Academy CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,29,11,92
126513420,New Foundations CS,CS,Philadelphia,7649,New Foundations CS,F,0,0,0,0,0,0,0,0,39,36,35,40,43,40,42,35,45,96,96,48,54,649
126513420,New Foundations CS,CS,Philadelphia,7649,New Foundations CS,M,0,0,0,0,0,0,0,0,30,39,43,34,34,38,38,40,33,87,71,63,48,598
126510018,New Media Technology CS,CS,Philadelphia,7829,New Media Technology CS,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,25,52,35,49,29,222
126510018,New Media Technology CS,CS,Philadelphia,7829,New Media Technology CS,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,23,51,36,48,35,233
126510019,Northwood Academy CS,CS,Philadelphia,7856,Northwood Academy CS,F,0,0,0,0,0,0,0,0,51,51,47,53,35,49,47,47,41,0,0,0,0,421
126510019,Northwood Academy CS,CS,Philadelphia,7856,Northwood Academy CS,M,0,0,0,0,0,0,0,0,37,41,42,44,50,37,35,33,39,0,0,0,0,358
126513452,Olney Charter High School,CS,Philadelphia,8205,Olney Charter High School,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,219,176,132,747
126513452,Olney Charter High School,CS,Philadelphia,8205,Olney Charter High School,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,331,176,181,988
173515368,Pan American Academy CS,CS,Philadelphia,7985,Pan American Academy CS,F,0,0,0,0,0,0,0,0,52,57,64,42,43,36,38,37,33,0,0,0,0,402
173515368,Pan American Academy CS,CS,Philadelphia,7985,Pan American Academy CS,M,0,0,0,0,0,0,0,0,44,72,46,28,29,19,42,33,21,0,0,0,0,334
